incident_id,application_id,opened_date,resolved_date,priority,severity,incident_category,caused_by_change,sla_breached,business_impact_hours
INC00343,APP020,2025-12-18,2025-12-31,4,Medium,Access,Y,Y,2.9
INC00344,APP015,2026-06-03,2026-06-08,4,Low,Availability,N,N,2.2
INC00345,APP028,2026-01-01,2026-01-01,2,High,Data,Y,N,10.6
INC00346,APP035,2026-02-16,2026-03-09,4,Medium,Access,N,N,1.2
INC00347,APP027,2025-11-19,2025-11-19,3,Low,Change-related,Y,N,2.4
INC00348,APP037,2025-12-25,2025-12-25,3,Low,Security,N,N,2.0
INC00349,APP034,2025-11-26,2025-11-27,3,Low,Data,N,Y,2.4
INC00350,APP001,2026-02-18,2026-02-20,1,Major,Availability,N,N,0.6
INC00351,APP023,2026-06-04,2026-06-04,4,Low,Performance,N,N,2.4
INC00352,APP033,2026-06-06,2026-06-27,4,Medium,Availability,N,Y,3.0
INC00353,APP013,2026-02-07,2026-02-08,3,Low,Performance,Y,N,2.8
INC00354,APP016,2026-05-23,2026-05-31,3,Medium,Access,N,N,0.9
INC00355,APP037,2026-02-09,2026-02-14,3,Medium,Security,N,N,0.4
INC00356,APP036,2025-10-11,2025-10-12,3,Low,Integration,N,N,0.6
INC00357,APP028,2025-08-19,2025-08-22,2,Medium,Integration,N,N,4.6
INC00358,APP030,2026-02-01,2026-02-14,4,Medium,Integration,Y,N,0.3
INC00359,APP009,2026-05-11,2026-05-13,4,Low,Performance,N,Y,2.3
INC00360,APP026,2025-09-03,2025-09-03,3,Low,Change-related,N,Y,0.3
INC00361,APP018,2026-05-29,2026-06-03,2,Major,Change-related,N,N,8.4
INC00362,APP004,2025-09-01,2025-09-22,4,Medium,Security,N,N,0.4
INC00363,APP032,2025-09-08,2025-09-16,2,High,Access,N,Y,9.8
INC00364,APP040,2025-10-11,2025-10-11,2,High,Integration,Y,Y,3.3
INC00365,APP007,2026-02-28,2026-03-05,1,Low,Data,Y,Y,3.9
INC00366,APP031,2025-10-03,2025-10-24,4,Low,Change-related,N,N,1.9
INC00367,APP028,2025-09-13,2025-09-14,3,Medium,Change-related,N,Y,1.5
INC00368,APP035,2025-10-11,2025-10-14,3,Low,Security,Y,N,1.5
INC00369,APP018,2026-01-17,2026-01-18,3,Low,Data,N,Y,0.1
INC00370,APP030,2025-08-31,2025-08-31,3,Low,Availability,N,Y,2.7
INC00371,APP023,2025-09-10,2025-09-23,3,Low,Availability,N,N,1.5
INC00372,APP033,2025-10-16,2025-11-06,3,Low,Integration,Y,Y,2.0
INC00373,APP023,2026-06-01,2026-06-06,3,Low,Security,N,N,2.4
INC00374,APP020,2026-01-18,2026-01-26,2,Low,Data,N,Y,7.1
INC00375,APP033,2026-06-03,2026-06-04,3,Low,Integration,N,N,1.9
INC00376,APP026,2025-08-04,2025-08-12,1,High,Performance,Y,Y,6.2
INC00377,APP031,2025-12-13,2025-12-15,4,Medium,Performance,N,N,2.8
INC00378,APP004,2026-05-10,2026-05-10,3,Medium,Data,N,N,1.9
INC00379,APP002,2025-09-28,2025-10-11,3,Low,Performance,N,Y,0.8
INC00380,APP029,2025-11-24,2025-12-02,2,High,Data,N,Y,7.2
INC00381,APP007,2025-10-13,2025-10-14,1,Major,Access,N,Y,4.4
INC00382,APP034,2026-03-12,2026-03-13,2,Low,Integration,N,N,7.6
INC00383,APP036,2025-09-09,2025-09-22,4,Low,Security,N,Y,1.7
INC00384,APP009,2026-03-22,2026-03-23,3,Low,Performance,Y,N,1.6
INC00385,APP002,2025-10-23,2025-10-26,4,Low,Data,N,Y,2.6
INC00386,APP011,2025-11-25,2025-11-30,2,High,Change-related,N,N,7.6
INC00387,APP035,2025-08-26,2025-08-29,3,Medium,Availability,N,N,0.8
INC00388,APP022,2025-07-31,2025-08-05,2,Medium,Change-related,Y,Y,6.2
INC00389,APP037,2026-05-09,2026-05-09,3,Low,Availability,N,N,2.2
INC00390,APP006,2026-04-09,2026-04-10,3,Low,Security,Y,Y,0.1
INC00391,APP033,2025-10-24,2025-11-01,3,Low,Access,N,Y,2.8
INC00392,APP002,2025-10-09,2025-10-17,3,Medium,Integration,N,Y,1.2
INC00393,APP025,2025-09-03,2025-09-11,3,Medium,Availability,N,Y,2.7
INC00394,APP024,2025-12-28,2025-12-31,2,Major,Performance,N,Y,7.3
INC00395,APP015,2026-01-28,2026-02-18,4,Medium,Change-related,Y,N,0.7
INC00396,APP004,2025-08-09,2025-08-12,1,High,Access,Y,N,4.5
INC00397,APP016,2025-11-27,2025-11-30,2,Low,Security,Y,Y,1.4
INC00398,APP035,2025-10-14,2025-10-19,3,Medium,Data,N,N,2.3
INC00399,APP019,2026-05-31,2026-06-03,3,Low,Security,Y,Y,1.0
INC00400,APP027,2026-05-15,2026-05-16,3,Medium,Performance,N,N,2.2
INC00401,APP014,2025-09-01,2025-09-02,3,Medium,Performance,N,N,2.3
INC00402,APP008,2025-07-11,2025-07-11,3,Low,Access,N,N,2.5
INC00403,APP006,2025-07-31,2025-08-08,3,Low,Availability,N,N,1.3
INC00404,APP015,2025-10-14,2025-10-22,3,Medium,Security,N,Y,1.6
INC00405,APP023,2025-07-14,2025-07-19,4,Low,Change-related,N,Y,1.0
INC00406,APP040,2026-02-08,2026-02-08,4,Medium,Integration,N,N,2.8
INC00407,APP019,2026-03-31,2026-04-21,3,Low,Performance,N,N,2.2
INC00408,APP016,2025-09-06,2025-09-09,4,Low,Availability,N,N,0.9
INC00409,APP037,2026-01-19,2026-01-21,1,Medium,Access,N,Y,1.9
INC00410,APP037,2026-06-04,2026-06-07,3,Medium,Data,N,Y,1.3
INC00411,APP030,2025-07-19,2025-08-01,4,Medium,Data,Y,N,2.8
INC00412,APP018,2026-05-09,2026-05-10,3,Low,Performance,N,N,0.8
INC00413,APP032,2025-09-04,2025-09-05,2,High,Change-related,Y,Y,1.8
INC00414,APP003,2025-10-03,2025-10-16,3,Low,Availability,N,Y,2.9
INC00415,APP017,2025-11-09,2025-11-11,1,Major,Integration,N,N,1.8
INC00416,APP033,2026-02-13,2026-02-13,2,High,Performance,N,N,10.0
INC00417,APP027,2025-08-06,2025-08-09,3,Medium,Availability,N,N,2.4
INC00418,APP022,2026-01-25,2026-01-30,4,Low,Access,Y,Y,1.1
INC00419,APP019,2025-09-15,2025-09-15,4,Medium,Integration,N,N,1.5
INC00420,APP033,2026-04-24,2026-04-26,3,Low,Change-related,Y,N,2.2
INC00421,APP025,2026-05-29,2026-05-29,2,High,Integration,N,Y,10.2
INC00422,APP034,2025-07-27,2025-08-17,3,Low,Access,N,Y,2.5
INC00423,APP019,2025-11-02,2025-11-07,3,Medium,Data,N,N,2.9
INC00424,APP016,2026-02-13,2026-02-21,3,Low,Availability,N,N,1.5
INC00425,APP024,2026-05-31,2026-06-02,3,Low,Change-related,N,Y,1.7
INC00426,APP009,2026-04-02,2026-04-10,3,Medium,Integration,N,N,1.0
INC00427,APP008,2025-08-11,2025-09-01,3,Medium,Integration,N,N,2.6
INC00428,APP013,2025-10-01,2025-10-01,4,Medium,Availability,N,N,2.3
INC00429,APP031,2025-08-21,2025-08-21,2,Low,Availability,N,Y,2.0
INC00430,APP034,2026-01-15,2026-01-20,4,Medium,Data,N,N,0.9
INC00431,APP022,2025-12-20,2025-12-21,3,Medium,Availability,N,N,2.7
INC00432,APP029,2026-02-09,2026-02-22,3,Medium,Security,N,N,2.3
INC00433,APP033,2025-08-12,2025-08-12,2,Medium,Security,N,N,4.2
INC00434,APP012,2026-03-18,2026-03-21,3,Medium,Performance,N,N,1.0
INC00435,APP037,2026-03-23,2026-04-13,4,Low,Access,N,N,1.0
INC00436,APP012,2025-09-12,2025-09-20,1,High,Data,N,N,1.6
INC00437,APP019,2025-09-23,2025-09-25,2,Low,Data,N,Y,3.8
INC00438,APP017,2026-05-07,2026-05-09,4,Low,Performance,Y,Y,1.7
INC00439,APP033,2025-09-25,2025-09-25,1,High,Availability,N,Y,4.7
INC00440,APP019,2026-04-19,2026-05-02,3,Medium,Change-related,N,N,2.8
INC00441,APP008,2026-02-13,2026-02-26,4,Low,Availability,N,N,2.2
INC00442,APP008,2025-12-29,2025-12-31,4,Medium,Access,N,N,1.0
INC00443,APP030,2026-05-19,2026-05-20,3,Low,Availability,N,Y,2.8
INC00444,APP034,2025-12-10,2025-12-15,2,Major,Security,Y,Y,2.1
INC00445,APP025,2025-10-21,2025-10-24,3,Low,Performance,N,Y,2.2
INC00446,APP019,2025-09-06,2025-09-06,2,High,Availability,N,Y,6.1
INC00447,APP040,2025-10-15,2025-10-15,3,Low,Security,N,N,1.1
INC00448,APP038,2025-10-29,2025-11-11,3,Medium,Access,N,N,2.0
INC00449,APP032,2026-05-19,2026-05-24,3,Low,Access,Y,Y,0.3
INC00450,APP019,2026-01-31,2026-02-05,4,Medium,Security,N,Y,0.5
INC00451,APP021,2026-06-04,2026-06-12,2,Low,Security,N,N,10.2
INC00452,APP032,2026-05-04,2026-05-06,3,Medium,Access,N,N,0.6
INC00453,APP027,2025-08-01,2025-08-06,3,Low,Security,N,N,1.2
INC00454,APP029,2026-02-03,2026-02-03,3,Low,Data,N,N,1.9
INC00455,APP003,2025-12-05,2025-12-07,3,Medium,Integration,N,N,0.3
INC00456,APP040,2026-05-09,2026-05-30,3,Medium,Security,Y,N,0.3
INC00457,APP022,2025-12-28,2026-01-18,4,Medium,Security,Y,N,0.6
INC00458,APP035,2025-10-10,2025-10-31,4,Low,Change-related,N,N,2.4
INC00459,APP024,2025-12-17,2026-01-07,3,Medium,Availability,Y,Y,2.3
INC00460,APP034,2025-08-22,2025-09-04,3,Medium,Performance,N,N,0.1
INC00461,APP016,2025-07-18,2025-07-19,3,Low,Security,N,Y,2.5
INC00462,APP018,2025-08-13,2025-08-18,2,Low,Availability,Y,Y,1.6
INC00463,APP038,2026-01-17,2026-01-22,2,Medium,Change-related,N,N,6.4
INC00464,APP002,2025-12-02,2025-12-04,3,Medium,Access,N,N,0.9
INC00465,APP006,2025-10-22,2025-11-12,4,Low,Data,N,N,1.6
INC00466,APP016,2026-01-12,2026-01-15,1,Low,Access,Y,N,3.1
INC00467,APP002,2026-01-20,2026-02-02,4,Low,Data,Y,N,0.9
INC00468,APP010,2026-05-19,2026-05-20,4,Medium,Performance,N,N,0.7
INC00469,APP010,2026-01-23,2026-02-05,3,Medium,Availability,N,N,1.2
INC00470,APP022,2025-09-16,2025-09-24,1,Low,Change-related,Y,N,8.4
INC00471,APP036,2026-03-08,2026-03-13,3,Medium,Access,N,N,1.4
INC00472,APP036,2025-08-11,2025-08-19,4,Medium,Data,N,Y,0.5
INC00473,APP008,2025-09-24,2025-09-24,2,Major,Data,N,Y,7.7
INC00474,APP034,2026-03-07,2026-03-12,2,Low,Data,Y,N,1.9
INC00475,APP019,2025-11-16,2025-11-21,3,Medium,Performance,N,N,2.1
INC00476,APP040,2026-01-07,2026-01-10,3,Low,Data,N,N,2.8
INC00477,APP009,2025-09-23,2025-10-06,3,Medium,Access,N,Y,0.5
INC00478,APP005,2025-07-03,2025-07-05,3,Medium,Security,Y,N,1.4
INC00479,APP007,2025-08-01,2025-08-02,3,Medium,Access,N,N,1.9
INC00480,APP013,2025-11-18,2025-11-26,3,Low,Access,N,N,1.7
INC00481,APP013,2025-08-09,2025-08-10,3,Medium,Access,N,N,1.7
INC00482,APP009,2026-03-25,2026-04-02,3,Low,Integration,N,N,2.6
INC00483,APP031,2025-10-16,2025-10-17,2,High,Availability,N,Y,2.4
INC00484,APP001,2025-12-13,2025-12-13,2,High,Integration,N,N,8.1
INC00485,APP021,2025-12-02,2025-12-03,3,Medium,Integration,N,N,2.3
INC00486,APP031,2025-12-29,2026-01-19,3,Low,Integration,Y,N,2.5
INC00487,APP011,2026-05-21,2026-05-22,4,Low,Integration,N,N,2.1
INC00488,APP017,2025-08-31,2025-09-08,3,Low,Performance,Y,N,2.6
INC00489,APP023,2026-02-03,2026-02-08,2,High,Data,N,Y,11.2
INC00490,APP001,2025-10-09,2025-10-30,3,Medium,Availability,N,N,0.3
INC00491,APP024,2025-11-07,2025-11-07,3,Low,Availability,N,N,1.4
INC00492,APP003,2025-11-07,2025-11-07,3,Medium,Change-related,N,N,1.9
INC00493,APP032,2025-09-27,2025-10-18,3,Medium,Availability,N,Y,1.8
INC00494,APP010,2025-09-29,2025-09-30,4,Medium,Data,Y,Y,1.3
INC00495,APP004,2025-12-08,2025-12-13,2,Medium,Change-related,N,Y,4.3
INC00496,APP021,2025-09-25,2025-09-30,4,Medium,Security,N,N,2.5
INC00497,APP004,2025-08-03,2025-08-08,2,High,Security,N,Y,2.5
INC00498,APP003,2025-11-19,2025-12-10,3,Low,Performance,Y,N,0.8
INC00499,APP023,2025-08-30,2025-08-31,3,Low,Availability,Y,Y,0.5
INC00500,APP006,2025-10-04,2025-10-04,3,Medium,Change-related,Y,Y,1.9
INC00501,APP030,2025-08-11,2025-08-13,4,Low,Change-related,N,N,2.3
INC00502,APP009,2025-12-06,2025-12-14,1,Medium,Performance,N,Y,7.0
INC00503,APP027,2025-10-24,2025-10-27,4,Medium,Performance,N,N,2.1
INC00504,APP017,2025-08-17,2025-08-22,3,Low,Change-related,N,N,2.1
INC00505,APP011,2025-07-19,2025-07-27,4,Medium,Integration,N,N,1.3
INC00506,APP019,2025-10-15,2025-11-05,3,Low,Availability,N,N,0.7
INC00507,APP017,2025-07-17,2025-08-07,4,Medium,Data,N,N,1.8
INC00508,APP024,2026-04-15,2026-04-15,3,Low,Security,Y,N,1.1
INC00509,APP001,2025-09-20,2025-09-25,3,Low,Security,Y,Y,2.7
INC00510,APP020,2025-09-22,2025-09-23,3,Medium,Data,N,N,1.7
INC00511,APP028,2026-01-21,2026-01-23,3,Low,Security,N,N,1.0
INC00512,APP026,2025-12-01,2025-12-02,1,Major,Data,N,N,11.5
INC00513,APP026,2026-04-30,2026-05-05,1,High,Access,N,Y,2.0
INC00514,APP022,2025-07-28,2025-07-31,4,Medium,Change-related,N,N,1.2
INC00515,APP030,2025-07-01,2025-07-03,3,Medium,Access,N,Y,0.6
INC00516,APP014,2026-02-09,2026-02-10,2,High,Security,N,Y,6.0
INC00517,APP023,2025-08-21,2025-08-29,3,Medium,Data,N,N,2.1
INC00518,APP007,2026-01-15,2026-01-16,2,Low,Change-related,N,N,9.9
INC00519,APP028,2026-05-02,2026-05-03,3,Low,Data,Y,Y,2.7
INC00520,APP012,2025-10-29,2025-11-03,3,Medium,Integration,N,Y,1.9
INC00521,APP009,2026-03-13,2026-03-14,2,Medium,Data,Y,N,4.9
INC00522,APP012,2026-02-03,2026-02-05,2,Low,Security,N,Y,3.5
INC00523,APP027,2025-09-30,2025-10-08,2,Major,Data,Y,N,8.4
INC00524,APP007,2026-06-01,2026-06-01,4,Medium,Access,N,N,1.5
INC00525,APP030,2025-07-06,2025-07-14,3,Low,Change-related,Y,N,1.3
INC00526,APP008,2026-05-06,2026-05-19,4,Low,Change-related,N,N,1.0
INC00527,APP035,2026-01-03,2026-01-04,2,Low,Integration,N,Y,2.2
INC00528,APP022,2026-04-29,2026-05-20,3,Low,Data,Y,N,0.8
INC00529,APP008,2026-03-08,2026-03-08,3,Low,Access,N,N,2.0
INC00530,APP002,2026-04-04,2026-04-07,3,Low,Data,Y,N,1.0
INC00531,APP003,2026-05-02,2026-05-10,2,Major,Integration,N,Y,2.5
INC00532,APP035,2025-08-18,2025-08-19,2,Low,Data,N,N,11.7
INC00533,APP040,2025-11-02,2025-11-23,4,Low,Availability,Y,N,1.1
INC00534,APP010,2026-05-08,2026-05-09,4,Low,Integration,Y,N,2.8
INC00535,APP020,2026-02-02,2026-02-03,3,Low,Security,Y,N,2.9
INC00536,APP013,2026-04-19,2026-04-22,3,Medium,Security,Y,N,1.7
INC00537,APP014,2026-02-09,2026-02-10,3,Low,Integration,Y,N,1.2
INC00538,APP012,2025-11-23,2025-12-01,3,Medium,Availability,N,N,0.4
INC00539,APP018,2026-02-22,2026-02-27,3,Medium,Performance,N,Y,2.1
INC00540,APP015,2025-08-02,2025-08-15,3,Low,Security,N,N,1.2
INC00541,APP036,2025-07-07,2025-07-12,3,Low,Change-related,N,Y,1.4
INC00542,APP032,2025-10-16,2025-10-17,3,Low,Access,N,Y,2.0
INC00543,APP037,2025-08-10,2025-08-31,3,Low,Availability,N,N,3.0
INC00544,APP024,2025-12-03,2025-12-08,3,Low,Security,N,Y,0.5
INC00545,APP038,2025-09-24,2025-10-02,3,Low,Change-related,Y,N,1.7
INC00546,APP032,2025-10-29,2025-11-19,3,Medium,Data,Y,Y,1.2
INC00547,APP014,2025-08-26,2025-08-27,3,Medium,Change-related,N,N,1.2
INC00548,APP014,2026-01-31,2026-02-03,4,Low,Change-related,N,N,0.3
INC00549,APP021,2026-03-15,2026-03-23,3,Medium,Change-related,N,N,2.3
INC00550,APP019,2026-02-16,2026-02-17,2,Low,Access,Y,N,9.3
INC00551,APP012,2025-08-20,2025-08-28,3,Low,Data,N,N,0.1
INC00552,APP015,2025-09-09,2025-09-30,3,Medium,Integration,N,Y,1.0
INC00553,APP016,2025-09-24,2025-10-07,3,Medium,Access,Y,N,1.8
INC00554,APP025,2026-04-09,2026-04-11,3,Medium,Data,N,N,2.6
INC00555,APP012,2026-02-27,2026-03-01,4,Low,Performance,N,Y,2.7
INC00556,APP014,2026-04-22,2026-04-24,3,Low,Performance,N,N,1.5
INC00557,APP008,2026-05-06,2026-05-07,4,Medium,Data,Y,Y,2.2
INC00558,APP027,2026-03-24,2026-04-01,4,Medium,Change-related,N,N,2.7
INC00559,APP035,2025-08-31,2025-09-21,3,Medium,Data,N,N,0.2
INC00560,APP026,2025-07-21,2025-08-11,3,Low,Data,Y,Y,0.4
INC00561,APP017,2026-04-23,2026-04-24,4,Medium,Access,N,N,1.0
INC00562,APP016,2026-03-05,2026-03-05,2,Medium,Security,Y,N,10.8
INC00563,APP032,2025-11-03,2025-11-08,4,Low,Security,N,N,2.4
INC00564,APP017,2026-04-17,2026-04-17,3,Medium,Performance,N,Y,0.7
INC00565,APP024,2026-04-15,2026-04-18,3,Low,Security,N,N,1.9
INC00566,APP031,2026-02-11,2026-02-12,3,Medium,Performance,N,N,0.8
INC00567,APP015,2025-07-15,2025-07-18,4,Medium,Integration,Y,N,1.1
INC00568,APP033,2026-03-22,2026-03-23,3,Low,Security,N,N,2.6
INC00569,APP021,2026-03-25,2026-04-07,3,Medium,Change-related,N,Y,1.5
INC00570,APP025,2025-07-08,2025-07-09,3,Low,Performance,N,Y,0.7
INC00571,APP018,2026-05-08,2026-05-09,4,Medium,Access,N,N,1.7
INC00572,APP001,2026-03-26,2026-03-28,4,Low,Security,Y,N,1.9
INC00573,APP022,2026-03-17,2026-03-22,2,Major,Change-related,Y,N,7.0
INC00574,APP016,2025-11-03,2025-11-04,3,Medium,Performance,N,Y,0.1
INC00575,APP039,2025-11-14,2025-11-15,3,Medium,Security,Y,Y,1.6
INC00576,APP004,2025-10-15,2025-10-20,2,Low,Data,Y,Y,4.2
INC00577,APP005,2025-10-09,2025-10-22,3,Medium,Data,N,Y,1.6
INC00578,APP014,2026-05-03,2026-05-03,3,Low,Change-related,Y,N,2.7
INC00579,APP013,2026-04-28,2026-05-11,4,Medium,Access,N,N,0.8
INC00580,APP012,2025-12-16,2026-01-06,3,Low,Security,N,N,2.6
INC00581,APP016,2025-12-22,2026-01-12,3,Low,Security,N,Y,2.9
INC00582,APP012,2026-03-07,2026-03-12,1,Low,Data,N,Y,1.3
INC00583,APP028,2025-12-03,2025-12-06,2,Medium,Security,N,Y,9.5
INC00584,APP015,2025-10-18,2025-10-21,3,Low,Change-related,N,Y,2.1
INC00585,APP040,2025-10-16,2025-10-17,3,Low,Performance,N,N,2.4
INC00586,APP011,2026-05-09,2026-05-14,3,Low,Security,N,N,0.8
INC00587,APP017,2026-02-27,2026-03-02,4,Low,Performance,N,N,2.2
INC00588,APP021,2026-02-16,2026-02-24,3,Low,Availability,N,Y,2.9
INC00589,APP023,2026-05-27,2026-06-09,4,Low,Availability,N,Y,2.0
INC00590,APP017,2025-11-28,2025-11-28,4,Low,Data,N,N,1.7
INC00591,APP013,2025-10-19,2025-11-01,3,Low,Availability,Y,Y,0.5
INC00592,APP031,2026-04-30,2026-04-30,3,Low,Security,N,Y,0.8
INC00593,APP039,2026-04-27,2026-04-28,3,Medium,Security,N,N,1.6
INC00594,APP029,2025-11-23,2025-11-24,2,Major,Access,N,Y,10.6
INC00595,APP038,2025-12-01,2025-12-22,3,Medium,Data,N,N,1.7
INC00596,APP017,2026-04-12,2026-04-15,3,Medium,Performance,Y,N,2.1
INC00597,APP021,2026-01-01,2026-01-14,4,Medium,Performance,N,N,0.7
INC00598,APP024,2025-12-18,2025-12-26,2,Medium,Access,Y,Y,1.9
INC00599,APP027,2026-02-04,2026-02-17,3,Medium,Change-related,Y,N,1.1
INC00600,APP037,2026-02-09,2026-03-02,4,Low,Change-related,N,N,1.7
INC00601,APP005,2025-08-08,2025-08-29,3,Medium,Integration,N,N,2.5
INC00602,APP006,2026-04-20,2026-04-22,4,Medium,Change-related,N,N,1.4
INC00603,APP010,2026-05-30,2026-05-31,3,Low,Data,N,Y,1.2
INC00604,APP019,2025-07-04,2025-07-12,3,Medium,Availability,N,N,1.3
INC00605,APP017,2025-10-23,2025-10-28,3,Low,Security,N,N,2.8
INC00606,APP037,2025-09-17,2025-09-18,2,High,Access,N,Y,0.8
INC00607,APP039,2025-07-21,2025-08-11,4,Low,Availability,N,N,2.8
INC00608,APP014,2025-10-12,2025-10-20,3,Low,Performance,N,N,0.1
INC00609,APP029,2025-09-02,2025-09-10,4,Medium,Data,N,N,0.1
INC00610,APP029,2026-01-21,2026-01-24,2,Major,Availability,N,Y,2.4
INC00611,APP014,2025-08-31,2025-09-05,4,Low,Data,N,Y,3.0
INC00612,APP033,2026-01-01,2026-01-22,3,Medium,Data,Y,Y,1.1
INC00613,APP027,2026-01-21,2026-01-22,4,Low,Access,N,Y,1.3
INC00614,APP020,2025-10-26,2025-10-27,4,Low,Data,Y,N,2.2
INC00615,APP021,2025-07-24,2025-07-25,2,High,Integration,Y,Y,6.5
INC00616,APP009,2026-02-26,2026-02-26,4,Medium,Change-related,N,N,1.9
INC00617,APP011,2026-01-31,2026-02-05,2,High,Security,N,N,10.6
INC00618,APP008,2025-09-22,2025-09-23,1,Medium,Data,N,N,7.7
INC00619,APP002,2025-07-14,2025-07-27,3,Medium,Security,N,N,0.1
INC00620,APP025,2026-05-03,2026-05-04,3,Medium,Availability,Y,N,2.7
INC00621,APP006,2026-01-31,2026-02-01,4,Low,Data,N,N,1.3
INC00622,APP039,2026-05-23,2026-05-26,1,Low,Access,N,N,8.0
INC00623,APP024,2026-05-11,2026-05-12,3,Low,Data,N,Y,0.7
INC00624,APP009,2025-09-12,2025-09-12,2,Major,Security,N,N,10.7
INC00625,APP007,2025-11-05,2025-11-06,2,Medium,Access,N,N,9.2
INC00626,APP009,2025-12-15,2025-12-16,3,Medium,Security,N,N,0.1
INC00627,APP013,2025-10-02,2025-10-10,1,Major,Change-related,N,Y,5.1
INC00628,APP001,2026-04-19,2026-04-24,3,Medium,Security,N,N,3.0
INC00629,APP030,2026-05-15,2026-05-28,3,Medium,Security,N,N,2.3
INC00630,APP022,2025-12-20,2025-12-21,4,Low,Access,N,N,1.4
INC00631,APP007,2025-12-23,2025-12-26,4,Medium,Change-related,N,N,1.9
INC00632,APP035,2025-09-03,2025-09-06,2,Major,Availability,N,Y,10.5
INC00633,APP020,2026-02-17,2026-02-18,3,Medium,Data,N,Y,2.5
INC00634,APP015,2025-07-09,2025-07-17,2,Medium,Integration,N,Y,9.7
INC00635,APP024,2026-04-03,2026-04-08,2,High,Access,N,Y,8.3
INC00636,APP040,2025-10-24,2025-10-25,4,Low,Change-related,N,N,0.1
INC00637,APP026,2025-11-29,2025-12-20,3,Low,Data,N,N,0.4
INC00638,APP020,2025-07-01,2025-07-09,2,Medium,Performance,Y,Y,9.2
INC00639,APP009,2025-09-12,2025-09-13,3,Medium,Data,N,N,1.3
INC00640,APP038,2025-10-08,2025-10-13,3,Medium,Performance,N,Y,2.7
INC00641,APP008,2026-04-26,2026-04-27,4,Medium,Data,N,N,0.8
INC00642,APP021,2025-07-06,2025-07-27,3,Low,Integration,Y,N,1.8
INC00643,APP015,2026-06-04,2026-06-05,3,Low,Performance,Y,N,1.0
INC00644,APP018,2025-07-21,2025-07-24,3,Medium,Security,N,N,1.8
INC00645,APP032,2025-11-27,2025-11-27,2,Major,Security,N,Y,10.5
INC00646,APP032,2026-02-07,2026-02-08,3,Low,Change-related,N,N,1.9
INC00647,APP022,2026-01-31,2026-02-03,3,Low,Availability,Y,Y,2.1
INC00648,APP032,2025-11-02,2025-11-04,3,Low,Security,N,Y,3.0
INC00649,APP032,2026-04-14,2026-04-22,3,Low,Availability,Y,N,2.5
INC00650,APP007,2026-04-21,2026-04-22,2,Medium,Integration,N,N,8.8
INC00651,APP003,2025-12-25,2026-01-07,3,Low,Integration,Y,N,2.4
INC00652,APP028,2025-07-14,2025-07-15,2,Major,Security,N,Y,3.9
INC00653,APP027,2025-07-15,2025-07-18,3,Low,Change-related,N,N,2.9
INC00654,APP016,2025-11-19,2025-11-19,3,Low,Data,N,Y,0.6
INC00655,APP036,2026-05-28,2026-06-05,3,Low,Change-related,N,N,2.6
INC00656,APP022,2025-12-28,2025-12-30,3,Low,Change-related,N,Y,2.7
INC00657,APP006,2026-05-24,2026-06-06,3,Medium,Change-related,N,Y,0.8
INC00658,APP032,2025-12-27,2026-01-09,3,Low,Change-related,N,Y,1.0
INC00659,APP008,2025-10-06,2025-10-27,3,Low,Change-related,N,N,1.9
INC00660,APP005,2025-10-10,2025-10-18,2,Low,Change-related,N,Y,8.7
INC00661,APP035,2025-12-29,2026-01-06,3,Medium,Change-related,N,N,1.7
INC00662,APP006,2025-12-13,2025-12-26,4,Medium,Performance,N,N,3.0
INC00663,APP002,2026-03-11,2026-03-19,2,High,Performance,N,N,8.0
INC00664,APP014,2025-09-13,2025-09-14,1,Major,Change-related,N,N,5.3
INC00665,APP036,2026-04-17,2026-04-18,2,Low,Security,N,N,8.6
INC00666,APP024,2025-11-12,2025-11-17,3,Medium,Access,N,Y,2.9
INC00667,APP009,2025-12-12,2025-12-14,4,Medium,Availability,N,N,0.9
INC00668,APP039,2025-10-25,2025-11-15,3,Medium,Data,N,N,2.5
INC00669,APP030,2026-05-13,2026-05-21,3,Medium,Performance,Y,N,1.3
INC00670,APP004,2025-12-25,2025-12-26,3,Medium,Security,N,Y,2.9
INC00671,APP018,2026-04-18,2026-04-18,3,Low,Data,N,N,0.6
INC00672,APP029,2025-12-06,2025-12-09,3,Low,Performance,N,Y,2.3
INC00673,APP038,2025-12-09,2025-12-09,4,Low,Integration,Y,Y,1.8
INC00674,APP034,2026-01-28,2026-01-30,3,Medium,Integration,N,Y,0.1
INC00675,APP032,2025-08-31,2025-09-01,3,Low,Integration,N,N,1.1
INC00676,APP031,2025-09-09,2025-09-10,4,Medium,Access,N,Y,2.1
INC00677,APP017,2026-03-13,2026-03-15,2,Low,Performance,N,N,11.8
INC00678,APP006,2025-12-21,2025-12-22,3,Low,Availability,Y,N,0.2
INC00679,APP024,2025-08-18,2025-08-23,2,Major,Availability,N,N,4.0
INC00680,APP037,2026-04-15,2026-04-16,3,Medium,Performance,N,Y,1.6
INC00681,APP023,2025-08-19,2025-08-20,4,Low,Integration,N,N,2.1
INC00682,APP012,2026-03-17,2026-03-20,2,Major,Integration,Y,Y,9.8
INC00683,APP020,2025-11-27,2025-12-05,2,High,Integration,N,Y,6.2
INC00684,APP039,2025-09-18,2025-09-23,4,Low,Security,N,N,2.8
INC00685,APP036,2025-08-03,2025-08-08,3,Medium,Performance,N,Y,2.4
